Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Hainesport,Burlington,DVRPC,2019,1244094,521468,351526,2658011,121878,517266,21789828,26824227,200379,386089,851680,1319162,158773,56944380
Pittsgrove,Salem,SJTPO,2015,2125183,331838,349417,2997950,160932,989460,31839167,43630956,200515,499251,1755741,1293046,154257,86327714
Montvale ,Bergen,NJTPA,2019,5911855,1475198,349363,3433140,126005,670569,64980272,11212301,198997,442237,780657,1911245,270577,91762416
Bound Brook ,Somerset,NJTPA,2019,5894513,1470871,348338,3423069,125636,668601,64789651,11179409,198414,440940,778367,1905638,269783,91493230
Mansfield,Warren,NJTPA,2017,653340,162315,347308,3021927,31227,732477,41450214,9143640,51384,437482,198663,482228,269787,56981992
Oldmans,Salem,SJTPO,2015,2110559,329554,347013,2977321,159825,982651,31620078,43330727,199136,495815,1743660,1284149,153196,85733684
Madison ,Morris,NJTPA,2017,254235,63164,346802,5508818,21228,521657,125061176,16668385,83245,569863,292076,708965,268693,150368307
Fort Lee ,Bergen,NJTPA,2017,9911102,2462310,345360,9569970,34696,1275582,166899432,28956476,319768,255111,1264538,3069684,268141,224632170
Raritan ,Hunterdon,NJTPA,2017,4090101,1016142,344305,7639496,331878,1186503,169027160,23115317,573169,977455,2203775,5357470,262704,216125475
Ridgefield ,Bergen,NJTPA,2019,5824699,1453450,344213,3382526,124148,660682,64022286,11047001,196063,435717,769148,1883068,266588,90409589
Shiloh ,Cumberland,SJTPO,2020,247000,224954,343700,1046004,9019,205669,6754253,8162906,17135,198071,244989,532282,80391,18066363
Pine Hill ,Camden,DVRPC,2019,1212612,508272,342630,2590748,118794,504176,21238420,26145420,195308,376319,830128,1285780,154755,55503360
Cedar Grove,Essex,NJTPA,2017,555880,138102,337748,2861362,3312,610516,65373378,8657811,77018,237823,217775,528364,263270,79862359
Greenwich,Gloucester,DVRPC,2019,1194079,500504,337394,2551154,116978,496471,20913832,25745838,192323,370567,817441,1266129,152390,54655100
Edgewater ,Bergen,NJTPA,2019,5705250,1423643,337152,3313159,121601,647135,62709363,10820457,192042,426782,753375,1844451,261121,88555531
Edgewater Park,Burlington,DVRPC,2019,1192835,499983,337043,2548496,116856,495953,20892044,25719016,192123,370181,816589,1264810,152231,54598160
Audubon ,Camden,DVRPC,2019,1190092,498833,336267,2542635,116588,494813,20843998,25659870,191681,369330,814712,1261901,151881,54472600
Fair Lawn ,Bergen,NJTPA,2017,3025530,751661,335301,9053863,25906,1081089,167107433,27394862,228511,253375,892614,2166793,260361,212577299
Montgomery,Somerset,NJTPA,2017,2001840,497334,334174,7556056,249488,1089762,167089516,22862851,1160886,510536,4543414,11018246,259630,219173733
Glassboro ,Gloucester,DVRPC,2015,1016244,3148689,333195,11711791,183257,932945,80000031,63040424,466472,383174,1732612,3431905,216577,166597315
Willingboro,Burlington,DVRPC,2015,1011875,3135154,331762,11661447,182469,928935,79656145,62769440,464467,381527,1725164,3417152,215646,165881185
Mountainside ,Union,NJTPA,2019,5597688,1396804,330798,3250697,119309,634933,61527102,10616459,188422,418736,739171,1809678,256198,86885995
Dumont ,Bergen,NJTPA,2019,5589751,1394823,330328,3246087,119140,634033,61439864,10601406,188156,418142,738123,1807112,255835,86762800
Ringwood ,Passaic,NJTPA,2019,5563382,1388243,328770,3230774,118578,631042,61150019,10551393,187267,416170,734641,1798587,254628,86353494
Phillipsburg,Warren,NJTPA,2019,5553652,1385815,328196,3225124,118370,629939,61043071,10532939,186940,415441,733356,1795441,254182,86202466
Barrington ,Camden,DVRPC,2019,1151648,482719,325405,2460499,112821,478828,20170661,24830962,185489,357399,788393,1221137,146975,52712935
Morris,Morris,NJTPA,2017,4563376,1133724,324660,6536487,87289,815428,155332405,19777876,342334,533483,1201125,2915529,251542,193815258
Matawan ,Monmouth,NJTPA,2019,5488677,1369601,324355,3187391,116986,622569,60328906,10409711,184752,410581,724776,1774435,251208,85193948
Marlboro,Monmouth,NJTPA,2017,3222339,800555,322055,9498289,260832,2179844,244314361,28739588,894561,826848,2423396,5884708,252259,299619635
Totowa ,Passaic,NJTPA,2017,2894910,719210,320276,3878447,60531,445443,119679899,11735266,350029,372571,1160182,2815581,249417,144681762
Linwood ,Atlantic,SJTPO,2020,1012128,498912,319442,2722004,13191,355131,18489811,20319437,37812,153781,589899,1119804,142584,45773940
Ridgefield Park village,Bergen,NJTPA,2019,5379146,1342270,317882,3123785,114651,610145,59124997,10201977,181065,402387,710314,1739025,246196,83493840
Hawthorne ,Passaic,NJTPA,2017,870092,216164,316803,4330315,25075,569966,88643650,13102521,148993,359628,500708,1215173,246665,110545753
Cedar Grove,Essex,NJTPA,2019,5325770,1328951,314729,3092788,113514,604090,58538310,10100745,179269,398395,703265,1721769,243753,82665348
Roseland ,Essex,NJTPA,2017,2370190,588849,312868,1871041,5153,561233,93702731,5661329,120061,220180,339444,823555,243877,106820511
Pennsville,Salem,SJTPO,2020,932354,1139849,312127,5535050,35123,912553,36417179,50413333,54061,673361,623185,2026646,244796,99314261
North Arlington ,Bergen,NJTPA,2019,5274351,1316120,311690,3062928,112418,598258,57973130,10003223,177538,394549,696475,1705146,241400,81867226
Woodland Park ,Passaic,NJTPA,2019,5272927,1315766,311605,3062101,112387,598096,57957485,10000524,177491,394441,696287,1704686,241334,81845130
Port Republic ,Atlantic,SJTPO,2015,1180562,695293,310582,2702925,63204,405084,21786077,23462873,163858,271645,475567,1278326,140273,52936269
Roselle ,Union,NJTPA,2017,1276065,317026,309005,2661738,5544,912656,58985879,8053790,48132,331883,209074,507319,238883,73856994
Pompton Lakes ,Passaic,NJTPA,2019,5208544,1299700,307801,3024712,111015,590793,57249810,9878414,175323,389626,687786,1683871,238387,80845782
Paulsboro ,Gloucester,DVRPC,2019,1087143,455681,307179,2322685,106502,452009,19040889,23440164,175099,337381,744235,1152740,138742,49760450
Buena Vista,Atlantic,SJTPO,2020,971289,478781,306552,2612173,12659,340801,17743756,19499557,36286,147576,566097,1074621,136831,43926982
Wall,Monmouth,NJTPA,2017,913301,226900,306215,8971531,147713,2263557,237844279,27145744,497989,769516,1323998,3215045,239715,283865503
Tenafly ,Bergen,NJTPA,2019,5174670,1291247,305799,3005041,110293,586951,56877485,9814170,174183,387092,683312,1672920,236837,80320000
Millstone,Monmouth,NJTPA,2019,5148619,1284746,304260,2989912,109738,583996,56591135,9764761,173306,385143,679872,1664497,235645,79915630
Long Hill,Morris,NJTPA,2019,5123772,1278546,302791,2975483,109208,581179,56318043,9717639,172470,383284,676591,1656465,234507,79529978
Wantage,Sussex,NJTPA,2019,5115627,1276513,302310,2970753,109035,580254,56228509,9702191,172196,382675,675515,1653832,234134,79403544
Westwood ,Bergen,NJTPA,2019,5107986,1274607,301858,2966316,108871,579387,56144525,9687698,171938,382104,674507,1651362,233785,79284944
Highland Park ,Middlesex,NJTPA,2019,5106192,1274160,301752,2965275,108834,579184,56124820,9684298,171879,381970,674269,1650781,233703,79257117
Franklin,Gloucester,DVRPC,2015,916116,2838457,300366,10557858,165201,841024,72117829,56829209,420512,345421,1561902,3093768,195238,150182900
Plumsted,Ocean,NJTPA,2019,5065860,1264095,299369,2941852,107974,574609,55681495,9607803,170521,378952,668944,1637743,231857,78631074
Hanover,Morris,NJTPA,2017,5062736,1257784,299248,6824036,104542,732123,172696329,20647928,410003,491722,1438551,3491834,231850,213688686
New Milford ,Bergen,NJTPA,2019,5061174,1262926,299092,2939131,107874,574078,55629991,9598916,170363,378602,668325,1636227,231643,78558342
Watchung ,Somerset,NJTPA,2019,5039611,1257545,297818,2926609,107414,571632,55392985,9558021,169637,376989,665478,1629257,230656,78223652
Hasbrouck Heights ,Bergen,NJTPA,2019,5013109,1250933,296252,2911220,106849,568626,55101690,9507759,168745,375006,661978,1620689,229442,77812298
Tabernacle,Burlington,DVRPC,2019,1044201,437682,295045,2230939,102295,434155,18288779,22514283,168183,324055,714838,1107208,133262,47794925
Upper Saddle River ,Bergen,NJTPA,2019,4986393,1244266,294673,2895704,106280,565596,54808036,9457088,167846,373008,658450,1612052,228220,77397612
Waldwick ,Bergen,NJTPA,2019,4959805,1237631,293101,2880264,105714,562580,54515795,9406663,166951,371018,654939,1603456,227004,76984921
Dover,Morris,NJTPA,2017,361437,89796,292598,4843406,31296,496465,107116578,14655008,122741,480796,430656,1045340,226699,130192816
Verona,Essex,NJTPA,2019,4946194,1234235,292298,2872360,105424,561036,54366185,9380848,166492,370000,653141,1599057,226381,76773651
Butler ,Morris,NJTPA,2019,4893985,1221207,289212,2842042,104311,555114,53792340,9281831,164735,366095,646248,1582178,223991,75963289
Little Ferry ,Bergen,NJTPA,2019,4893554,1221099,289186,2841790,104301,555065,53787585,9281011,164721,366062,646191,1582037,223970,75956572
Wallington ,Bergen,NJTPA,2019,4879124,1217499,288333,2833411,103994,553429,53628983,9253643,164235,364983,644285,1577373,223310,75732602
Berkeley Heights,Union,NJTPA,2017,2791494,693518,287735,2955628,16087,1055629,90792981,8943032,139287,309281,604873,1467735,222441,110279721
Independence,Warren,NJTPA,2017,197178,48987,286536,2159087,12758,463633,29791346,6532892,20993,360932,81168,197022,222581,40375113
Pilesgrove,Salem,SJTPO,2020,851577,1041096,285085,5055506,32080,833492,33262078,46045638,49378,615023,569194,1851062,223588,90709902
Wharton ,Morris,NJTPA,2019,4814864,1201464,284536,2796094,102624,546139,52922670,9131770,162072,360176,635800,1556598,220369,74735176
Oceanport ,Monmouth,NJTPA,2019,4814387,1201345,284508,2795816,102614,546085,52917429,9130866,162057,360140,635737,1556444,220348,74727776
Chatham ,Morris,NJTPA,2019,4803021,1198508,283837,2789217,102372,544796,52792505,9109310,161673,359290,634236,1552769,219827,74551361
Chesterfield,Burlington,DVRPC,2019,1001738,419883,283047,2140216,98135,416499,17545049,21598719,161344,310877,685768,1062182,127843,45851300
North Hanover,Burlington,DVRPC,2019,1001690,419863,283033,2140114,98131,416480,17544211,21597687,161336,310862,685736,1062131,127837,45849110
Moonachie ,Bergen,NJTPA,2019,4788459,1194875,282976,2780760,102061,543144,52632445,9081692,161183,358201,632313,1548062,219161,74325332
Stratford ,Camden,DVRPC,2019,1001403,419743,282952,2139500,98103,416360,17539183,21591498,161290,310773,685539,1061827,127800,45835970
Ridgewood village,Bergen,NJTPA,2017,1594252,396075,280146,9082039,11679,1463412,153056200,27480115,107647,206939,425698,1033388,217507,195355097
Denville,Morris,NJTPA,2017,4432686,1101254,278754,6165615,92717,565215,163865512,18655702,363623,458048,1275819,3096833,215972,200567750
Florham Park ,Morris,NJTPA,2017,2703671,671698,273310,6323613,58100,591437,162202049,19133766,227861,449103,799481,1940603,211755,195586447
Green Brook,Sussex,NJTPA,2019,4545414,1134227,268613,2639618,96881,515576,49961002,8620736,153002,340020,600219,1469488,208037,70552833
Englewood Cliffs ,Bergen,NJTPA,2019,4534770,1131571,267984,2633437,96654,514369,49844008,8600549,152644,339224,598814,1466047,207550,70387621
Oldmans,Salem,SJTPO,2020,800292,978397,267916,4751044,30148,783296,31258908,43272592,46404,577984,534915,1739584,210122,85247003
Caldwell ,Essex,NJTPA,2017,276475,68687,267292,1661160,764,663406,45453899,5026277,17804,188107,50336,122122,208350,54004679
Harrison,Hudson,NJTPA,2019,4509934,1125374,266517,2619014,96124,511551,49571015,8553443,151808,337366,595534,1458019,206413,70002112
Palmyra ,Burlington,DVRPC,2019,943206,395349,266508,2015163,92401,392163,16519888,20336702,151916,292712,645699,1000118,120373,43172200
Hightstown ,Mercer,DVRPC,2019,943150,395326,266493,2015044,92396,392140,16518911,20335498,151907,292695,645661,1000059,120366,43169645
Teaneck,Bergen,NJTPA,2017,2932129,728456,266383,10926868,12426,1454524,186433986,33062137,114504,196773,452816,1099219,206821,237887042
Rochelle Park,Bergen,NJTPA,2019,4498590,1122543,265846,2612427,95883,510265,49446342,8531932,151426,336517,594036,1454350,205894,69826051
Egg Harbor City ,Atlantic,SJTPO,2020,839081,413611,264826,2256614,10936,294413,15328548,16845356,31347,127488,489042,928348,118206,37947820
Bernardsville ,Somerset,NJTPA,2019,4476522,1117036,264542,2599611,95413,507762,49203778,8490078,150683,334867,591122,1447216,204884,69483514
Shrewsbury ,Monmouth,NJTPA,2019,4471460,1115773,264243,2596672,95305,507188,49148143,8480478,150513,334488,590454,1445579,204652,69404948
Upper Pittsgrove,Salem,SJTPO,2015,1606326,250821,264108,2266010,121641,747886,24065738,32978600,151560,377360,1327082,977353,116596,65251083
Barnegat,Ocean,NJTPA,2017,753443,187185,264044,4606220,177036,1061665,101835160,13937339,430064,335625,634936,1541548,204608,125968873
Milltown ,Middlesex,NJTPA,2019,4466617,1114565,263956,2593859,95202,506639,49094909,8471292,150350,334126,589815,1444013,204431,69329774
Weymouth,Atlantic,SJTPO,2015,1002260,590282,263674,2294697,53658,343903,18495685,19919231,139110,230618,403741,1085258,119088,44941205
Closter ,Bergen,NJTPA,2019,4428810,1105131,261723,2571905,94396,502351,48679354,8399589,149077,331298,584821,1431791,202700,68742946
Kinnelon ,Morris,NJTPA,2019,4422527,1103563,261351,2568256,94262,501637,48610288,8387672,148866,330828,583992,1429760,202412,68645414
Warren,Somerset,NJTPA,2017,7638188,1897628,260695,4362046,96715,623847,161584186,13198525,450015,398280,1761241,4271190,202544,196745100
Buena Vista,Atlantic,SJTPO,2015,988602,582238,260082,2263429,52927,339217,18243655,19647803,137215,227475,398240,1070470,117465,44328817
Weymouth,Atlantic,SJTPO,2020,822894,405632,259717,2213079,10725,288733,15032828,16520373,30742,125029,479607,910438,115925,37215726
Little Egg Harbor,Ocean,NJTPA,2017,615801,152988,259530,4933030,194617,1211103,85013636,14926190,472775,329890,697993,1694647,201112,110703312
Carteret ,Middlesex,NJTPA,2017,3287795,816816,259486,4707122,44923,767913,116324278,14242648,278442,305739,1086244,2637501,201805,144960712
Branchburg,Somerset,NJTPA,2017,2115063,525466,258358,5226277,131690,810997,151686746,15813491,610774,396367,2390330,5796827,200709,185963095
Shamong,Burlington,DVRPC,2019,909116,381060,256876,1942329,89062,377989,15922809,19601671,146426,282133,622361,963971,116022,41611825
Bergenfield ,Bergen,NJTPA,2019,1543135,402517,256654,3934674,103619,802574,100760191,13413549,300168,343135,683589,1725422,202424,124471651
Keyport ,Monmouth,NJTPA,2019,4323749,1078914,255513,2510893,92157,490433,47524566,8200331,145541,323438,570948,1397826,197892,67112201
Midland Park ,Bergen,NJTPA,2019,4318180,1077525,255184,2507659,92038,489802,47463355,8189769,145353,323022,570213,1396025,197637,67025762
Ringwood ,Passaic,NJTPA,2017,684455,170045,253766,2992584,13100,515329,56096242,9054857,75756,295202,251095,609369,197622,71209422
Englewood ,Bergen,NJTPA,2017,1157004,287446,253426,10076835,12942,1492431,155707160,30490129,119294,187203,471753,1145188,196762,201597573
River Edge ,Bergen,NJTPA,2019,4276733,1067182,252735,2483589,91154,485101,47007791,8111162,143958,319921,564740,1382625,195740,66382431
Byram,Sussex,NJTPA,2019,4270800,1065703,252385,2480144,91027,484427,46942587,8099911,143758,319478,563957,1380708,195469,66290354
Hillside,Union,NJTPA,2017,2115865,525665,251342,2891694,11952,780547,92115072,8749587,105216,262684,453498,1100421,194430,109557973
Egg Harbor City ,Atlantic,SJTPO,2015,952031,560699,250460,2179697,50969,326668,17568759,18920962,132138,219060,383507,1030869,113119,42688939
Pequannock,Morris,NJTPA,2017,4639232,1152568,250160,5058564,92104,450386,124001363,15306024,361218,411064,1267384,3076357,193819,156260243
Fairfield,Cumberland,SJTPO,2015,877705,143445,248983,1330522,59302,291730,12314040,14850392,93832,376840,755048,632348,112174,32086361
Somerville ,Somerset,NJTPA,2017,993763,246889,248695,5744642,56457,922384,149453516,17381934,262692,379945,1028117,2493290,193219,179405543
Riverdale ,Morris,NJTPA,2019,4187315,1044870,247451,2431663,89248,474958,46024958,7941574,140948,313232,552933,1353718,191647,64994515
Hillsdale ,Bergen,NJTPA,2019,4185119,1044322,247321,2430388,89202,474708,46000818,7937410,140874,313068,552642,1353008,191547,64960427
Manville ,Somerset,NJTPA,2019,4184106,1044070,247261,2429800,89179,474593,45989677,7935486,140840,312992,552509,1352680,191500,64944693
Pittsgrove,Salem,SJTPO,2020,729967,892421,244373,4333552,27499,714465,28512067,39470063,42326,527194,487910,1586720,191658,77756020
Mantua,Gloucester,DVRPC,2015,744047,2305327,243950,8574840,134172,683060,58572381,46155329,341530,280542,1268540,2512684,158567,121974970
Glen Rock ,Bergen,NJTPA,2019,4107668,1024995,242744,2385410,87551,465924,45149520,7790518,138267,307275,542415,1327969,188002,63758258
Somerdale ,Camden,DVRPC,2019,857681,359501,242343,1832439,84023,356604,15021953,18492678,138141,266170,587150,909433,109458,39257575
Union Beach ,Monmouth,NJTPA,2019,4077046,1017355,240935,2367627,86898,462450,44812938,7732441,137236,304984,538371,1318070,186601,63282952
Franklin ,Sussex,NJTPA,2019,4023532,1004001,237772,2336551,85758,456380,44224732,7630947,135435,300981,531305,1300769,184151,62452314
Little Falls,Passaic,NJTPA,2017,508150,126244,237620,2568027,20762,287226,76500878,7770248,120117,275202,398096,966119,185051,89963740
Park Ridge ,Bergen,NJTPA,2019,4013412,1001476,237174,2330674,85541,455233,44113505,7611755,135094,300223,529968,1297497,183688,62295240
Clark,Union,NJTPA,2017,300241,74591,236301,2863561,1085,1146328,88409479,8664459,9362,257673,40604,98524,182848,102285056
Cinnaminson,Burlington,DVRPC,2015,718734,2226898,235651,8283118,129608,659822,56579702,44585088,329911,270998,1225383,2427201,153173,117825285
Maywood ,Bergen,NJTPA,2019,3962037,988656,234138,2300838,84447,449405,43548805,7514316,133365,296381,523184,1280888,181337,61497797
Elk,Gloucester,DVRPC,2019,827052,346663,233688,1766999,81022,343869,14485489,17832268,133208,256665,566182,876955,105549,37855610
Hardyston,Sussex,NJTPA,2019,3953492,986524,233633,2295876,84265,448436,43454876,7498108,133077,295741,522056,1278125,180945,61365154
River Vale,Bergen,NJTPA,2019,3945976,984648,233189,2291512,84105,447583,43372275,7483856,132824,295179,521064,1275696,180602,61248509
Red Bank ,Monmouth,NJTPA,2017,192341,47786,232276,3841096,40526,1146484,109819333,11622255,138343,604976,373044,905860,181972,129146292
Hardwick,Warren,NJTPA,2017,347601,86358,231988,2368061,21124,592583,30424568,7165195,34759,292222,134387,326207,180209,42205262
Saddle River ,Bergen,NJTPA,2019,3914506,976795,231329,2273237,83434,444014,43026368,7424170,131765,292825,516908,1265521,179161,60760033
Flemington ,Hunterdon,NJTPA,2017,1045953,259856,231293,5118882,118624,778968,109142435,15488532,204870,656625,787704,1914939,176476,135925157
Logan,Gloucester,DVRPC,2015,705075,2184576,231172,8125697,127145,647282,55504402,43737746,323641,265848,1202095,2381072,150262,115586010
Cresskill ,Bergen,NJTPA,2019,3905367,974515,230789,2267929,83239,442977,42925913,7406836,131457,292141,515701,1262567,178743,60618174
Bloomingdale ,Passaic,NJTPA,2019,3897070,972444,230299,2263111,83062,442036,42834720,7391101,131178,291521,514606,1259884,178363,60489395
Woodcliff Lake ,Bergen,NJTPA,2019,3894301,971754,230135,2261504,83003,441722,42804288,7385850,131085,291314,514240,1258989,178236,60446421
Riverside,Burlington,DVRPC,2019,800904,335703,226300,1711134,78461,332997,14027519,17268487,128997,248550,548282,849230,102212,36658775
Kenilworth ,Union,NJTPA,2017,231167,57431,226142,4371974,1543,1703729,137965390,13228564,13394,242884,58182,141181,174822,158416403
Bordentown,Burlington,DVRPC,2015,686648,2127484,225131,7913338,123822,630366,54053843,42594698,315183,258900,1170679,2318845,146335,112565270
Weehawken,Hudson,NJTPA,2019,3805877,949689,224910,2210154,81117,431693,41832378,7218148,128109,284698,502563,1230403,174190,59073929
Fairview ,Bergen,NJTPA,2019,3803147,949008,224749,2208568,81061,431383,41802359,7212968,128017,284495,502203,1229520,174064,59031542
Frankford,Sussex,NJTPA,2019,3780249,943294,223395,2195271,80572,428786,41550677,7169540,127246,282782,499180,1222117,173016,58676125
Maple Shade,Burlington,DVRPC,2015,677266,2098413,222054,7805209,122130,621752,53315242,42012677,310876,255362,1154682,2287159,144335,111027160
Oradell ,Bergen,NJTPA,2019,3756780,937437,222008,2181642,80072,426123,41292723,7125031,126456,281026,496080,1214531,171942,58311851
Wanaque ,Passaic,NJTPA,2017,1273598,316411,221938,2590836,22451,402757,60662795,7839261,129826,258177,430316,1044309,172836,75365511
Roselle Park ,Union,NJTPA,2019,3737976,932745,220898,2170722,79671,423990,41086034,7089366,125824,279620,493598,1208451,171082,58019977
Eastampton,Burlington,DVRPC,2019,781000,327360,220676,1668609,76511,324722,13678909,16839332,125791,242373,534656,828125,99672,35747735
Long Hill,Morris,NJTPA,2017,168977,41980,220646,3548002,15432,544525,68469629,10735420,60522,362566,212350,515443,170951,85066443
Stanhope ,Sussex,NJTPA,2019,3731342,931090,220505,2166870,79530,423238,41013119,7076785,125600,279123,492722,1206306,170778,57917008
Andover,Sussex,NJTPA,2019,3718079,927780,219721,2159167,79247,421733,40867331,7051630,125154,278132,490970,1202018,170171,57711133
Clinton,Hunterdon,NJTPA,2019,3717929,927743,219712,2159080,79244,421716,40865686,7051346,125148,278120,490950,1201970,170164,57708808
Chatham,Morris,NJTPA,2019,3703390,924115,218853,2150637,78934,420067,40705884,7023772,124659,277033,489031,1197270,169499,57483144
Bordentown ,Burlington,DVRPC,2019,773249,324111,218486,1652048,75751,321499,13543152,16672210,124542,239968,529350,819906,98683,35392955
Robbinsville,Mercer,DVRPC,2015,665036,2060520,218044,7664262,119924,610524,52352468,41254006,305262,250751,1133831,2245858,141729,109022215
Delran,Burlington,DVRPC,2015,664270,2058147,217793,7655435,119786,609821,52292174,41206494,304911,250462,1132525,2243271,141566,108896655
Lopatcong,Warren,NJTPA,2019,3662384,913883,216430,2126824,78060,415416,40255166,6946001,123279,273965,483616,1184013,167622,56846659
Lincoln Park ,Morris,NJTPA,2017,401303,99701,214305,3824670,24832,532560,85148767,11572550,103776,336099,360262,874441,166172,103659438
Readington,Hunterdon,NJTPA,2017,7743604,1923817,213994,4862130,372108,785838,134540016,14711661,720439,577094,2778534,6751855,163601,176144691
Ocean,Ocean,NJTPA,2019,3619364,903148,213888,2101841,77143,410536,39782307,6864409,121830,270747,477935,1170105,165653,56178906
Chester,Morris,NJTPA,2019,3612277,901380,213469,2097726,76992,409733,39704416,6850969,121592,270217,476999,1167814,165329,56068913
East Rutherford ,Bergen,NJTPA,2017,7420822,1843624,213236,4910254,34069,576305,108921401,14857274,313986,157513,1241673,3014177,165559,143669893
White,Warren,NJTPA,2017,449424,111654,212990,2249174,25556,567626,33008881,6805472,42052,268292,162583,394648,165451,44463803
Oakland ,Bergen,NJTPA,2017,6188894,1537566,212382,4689909,31153,615073,100698301,14190560,285854,157066,1129064,2740812,164896,132641530
Mount Arlington ,Morris,NJTPA,2019,3592541,896455,212303,2086265,76571,407494,39487484,6813538,120928,268740,474393,1161433,164425,55762570
Netcong ,Morris,NJTPA,2019,3589800,895771,212141,2084673,76513,407183,39457362,6808340,120835,268535,474031,1160547,164300,55720031
Lawnside ,Camden,DVRPC,2019,749748,314261,211846,1601840,73449,311728,13131551,16165512,120757,232675,513262,794988,95684,34317300
Englewood Cliffs ,Bergen,NJTPA,2017,2544529,632162,211773,2770104,21193,428590,71601550,8381682,195319,156433,772399,1875009,164423,89755166
Clinton,Hunterdon,NJTPA,2017,6997222,1738386,211209,4287436,337682,624419,106923318,12972770,583191,599609,2242313,5451155,161153,143129863
Point Pleasant ,Ocean,NJTPA,2017,168541,41873,210983,4216607,50786,1081173,79398464,12758463,123370,268179,182142,442219,163491,99106291
Caldwell ,Essex,NJTPA,2019,3565905,889808,210729,2070797,76004,404472,39194712,6763020,120030,266748,470876,1152822,163206,55349129
Washington,Warren,NJTPA,2019,3556781,887531,210189,2065498,75809,403438,39094423,6745715,119724,266065,469671,1149872,162789,55207505
South Amboy ,Middlesex,NJTPA,2019,3549508,885716,209759,2061274,75654,402613,39014479,6731921,119479,265521,468711,1147521,162455,55094611
Quinton,Salem,SJTPO,2015,1272643,198718,209245,1795290,96373,592527,19066545,26127932,120076,298971,1051407,774327,92375,51696430
Jamesburg ,Middlesex,NJTPA,2019,3540409,883446,209222,2055991,75460,401581,38914470,6714665,119173,264841,467509,1144579,162039,54953385
Emerson ,Bergen,NJTPA,2019,3516195,877404,207791,2041929,74944,398834,38648327,6668742,118358,263029,464311,1136751,160931,54577546
Mountain Lakes ,Morris,NJTPA,2019,3488778,870563,206171,2026008,74360,395724,38346974,6616744,117435,260978,460691,1127888,159676,54151990
Estell Manor ,Atlantic,SJTPO,2020,648414,319625,204648,1743837,8451,227512,11845393,13017532,24224,98519,377915,717396,91345,29324816
Ocean,Monmouth,NJTPA,2017,514333,127783,204536,6226244,57885,1811564,160510683,18839150,197595,532727,532822,1293844,160239,191009405
Westville ,Gloucester,DVRPC,2019,722189,302709,204059,1542959,70749,300270,12648860,15571298,116318,224122,494395,765765,92167,33055860
Upper Pittsgrove,Salem,SJTPO,2020,609255,744845,203962,3616931,22952,596317,23797148,32943066,35327,440014,407226,1324331,159964,64897837
Chester ,Morris,NJTPA,2019,3420961,853640,202163,1986625,72914,388032,37601558,6488123,115152,255905,451736,1105963,156572,53099344
Springfield,Burlington,DVRPC,2019,713361,299009,201564,1524099,69885,296599,12494248,15380963,114897,221383,488352,756405,91040,32651805
Carlstadt ,Bergen,NJTPA,2019,5742838,1440884,200657,3389583,99590,532254,125544432,11521662,447606,317344,1790033,4313345,158615,155498843
Elmwood Park ,Bergen,NJTPA,2017,2809854,698077,200330,4905292,23889,743964,105450760,14842257,191550,156235,726659,1763868,155585,132668320
Morris Plains ,Morris,NJTPA,2017,162302,40321,197657,3096775,14170,204260,71185071,9370115,55575,324792,194992,473311,153140,85472481
Washington,Bergen,NJTPA,2019,3339974,833431,197377,1939593,71189,378846,36711383,6334524,112426,249847,441041,1079780,152866,51842277
Bethlehem,Hunterdon,NJTPA,2019,3322676,829115,196355,1929549,70819,376884,36521258,6301718,111844,248553,438757,1074189,152074,51573791
Woodbury Heights ,Gloucester,DVRPC,2019,690826,289563,195197,1475952,67677,287229,12099547,14895069,111267,214389,472925,732510,88164,31620315
Wood-Ridge ,Bergen,NJTPA,2019,3301836,823915,195123,1917446,70375,374520,36292197,6262193,111142,246994,436006,1067451,151120,51250318
Ramsey ,Bergen,NJTPA,2017,2819549,700486,194617,8047952,18146,1313809,140567630,24351216,167242,143759,661368,1605479,151102,180742355
Lumberton,Burlington,DVRPC,2015,591260,1831938,193856,6814034,106621,542796,46544797,36677532,271398,222934,1008051,1996716,126006,96927940
Butler ,Morris,NJTPA,2017,267843,66543,193640,3025070,22144,291109,66348229,9153147,86842,318189,304696,739596,150028,80967076
Deerfield,Cumberland,SJTPO,2015,679623,111072,192792,1030247,45919,225892,9534986,11498929,72655,291794,584647,489638,86858,24845054
Middlesex ,Middlesex,NJTPA,2017,624423,155133,192703,3657655,16854,520578,86099052,11067200,104471,227050,407557,989588,149867,104212131
Spotswood ,Middlesex,NJTPA,2019,3258916,813205,192587,1892522,69461,369652,35820440,6180792,109697,243783,430338,1053575,149156,50584124
Woodbury ,Gloucester,DVRPC,2015,585547,1814237,191983,6748192,105590,537552,46095046,36323127,268776,220780,998310,1977422,124789,95991350
Greenwich,Warren,NJTPA,2017,6542213,1625344,191362,2031390,108819,246000,43946895,6146508,179059,242161,692292,1680445,148641,63781129
Mount Ephraim ,Camden,DVRPC,2019,677030,283780,191299,1446477,66325,281494,11857922,14597619,109045,210108,463480,717882,86403,30988865
